"BarrierName","BarrierType","StreamName","Source","SourceID","Lat","Lon","Mitigated","YearMitigated","Pass_NABD","Pass_Before","Pass_After"
"97","Dam","Island Ward Canal","National Aquatic Barrier Dataset (SARP)","ID2097",43.862225,-111.81275,"no",0,"Unknown",0,0
"100","Dam","Teton River","National Aquatic Barrier Dataset (SARP)","ID2100",43.892067,-111.74798,"no",0,"Unknown",0,0
"6","Dam","A 1 Canal","National Aquatic Barrier Dataset (SARP)","ID2106",42.61958,-113.603676,"no",0,"Unknown",0,0
"9","Dam","B Canal","National Aquatic Barrier Dataset (SARP)","ID2107",42.59393,-113.70359,"no",0,"Unknown",0,0
"10","Dam","B Canal","National Aquatic Barrier Dataset (SARP)","ID2108",42.586166,-113.71422,"no",0,"Unknown",0,0
"12","Dam","B Canal","National Aquatic Barrier Dataset (SARP)","ID2109",42.56463,-113.778656,"no",0,"Unknown",0,0
"20","Dam","Main Drain","National Aquatic Barrier Dataset (SARP)","ID2110",42.54997,-113.865555,"no",0,"Unknown",0,0
"21","Dam","Main Drain","National Aquatic Barrier Dataset (SARP)","ID2111",42.550335,-113.86674,"no",0,"Unknown",0,0
"3","Dam","Devil Creek","National Aquatic Barrier Dataset (SARP)","ID2116",42.241825,-112.23217,"no",0,"Unknown",0,0
"Idaho Falls Upper Powerhouse Dam No 2","Dam","Snake River  Columbia River","National Aquatic Barrier Dataset (SARP)","ID213",43.555176,-112.04529,"no",0,"Unknown",0,0
"1","Dam","Portneuf River","National Aquatic Barrier Dataset (SARP)","ID2133",42.93607,-112.54652,"no",0,"Unknown",0,0
"4","Dam","Bannock Creek","National Aquatic Barrier Dataset (SARP)","ID2134",42.607574,-112.58527,"no",0,"Unknown",0,0
"5","Dam","South Fork Rock Creek","National Aquatic Barrier Dataset (SARP)","ID2135",42.5803,-112.890045,"no",0,"Unknown",0,0
"6","Dam","South Fork Rock Creek","National Aquatic Barrier Dataset (SARP)","ID2136",42.590786,-112.88585,"no",0,"Unknown",0,0
"7","Dam","South Fork Rock Creek","National Aquatic Barrier Dataset (SARP)","ID2137",42.607086,-112.90536,"no",0,"Unknown",0,0
"8","Dam","Fall Creek","National Aquatic Barrier Dataset (SARP)","ID2138",42.608677,-113.0672,"no",0,"Unknown",0,0
"Soda","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","ID214",42.64421,-111.696594,"no",0,"Unknown",0,0
"Twin Falls 18","Dam","High Line Canal","National Aquatic Barrier Dataset (SARP)","ID2140",42.459297,-114.854576,"no",0,"Unknown",0,0
"Twin Falls 29","Dam","Low Line Canal","National Aquatic Barrier Dataset (SARP)","ID2142",42.559998,-114.776886,"no",0,"Unknown",0,0
"Twin Falls 3","Dam","Salmon Falls Creek","National Aquatic Barrier Dataset (SARP)","ID2143",42.620995,-114.90186,"no",0,"Unknown",0,0
"Twin Falls 30","Dam","Low Line Canal","National Aquatic Barrier Dataset (SARP)","ID2144",42.551434,-114.79966,"no",0,"Unknown",0,0
"Twin Falls 41","Dam","","National Aquatic Barrier Dataset (SARP)","ID2150",42.603752,-114.699005,"no",0,"Unknown",0,0
"Twin Falls 48","Dam","Milner Main Canal","National Aquatic Barrier Dataset (SARP)","ID2153",42.494675,-114.07863,"no",0,"Unknown",0,0
"Twin Falls 6","Dam","Salmon Falls Creek","National Aquatic Barrier Dataset (SARP)","ID2159",42.70436,-114.85768,"no",0,"Unknown",0,0
"Moore Canal","Dam","Big Lost River","National Aquatic Barrier Dataset (SARP)","ID2172",43.786007,-113.35919,"no",0,"Unknown",0,0
"Bear Lake  Mud Lake Dam","Dam","","National Aquatic Barrier Dataset (SARP)","ID2174",42.123005,-111.31544,"no",0,"Unknown",0,0
"Munsey","Dam","Big Lost River","National Aquatic Barrier Dataset (SARP)","ID2176",43.65233,-113.33404,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Big Lost River","National Aquatic Barrier Dataset (SARP)","ID2177",43.91956,-113.634636,"no",0,"Unknown",0,0
"Beck","Dam","Big Lost River","National Aquatic Barrier Dataset (SARP)","ID2178",43.857582,-113.450676,"no",0,"Unknown",0,0
"John Bell Ditch","Dam","","National Aquatic Barrier Dataset (SARP)","ID2179",42.83544,-114.89029,"no",0,"Unknown",0,0
"Twin Falls Intake Dam","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID218",42.58903,-114.3553,"no",0,"Unknown",0,0
"Padgett Ditch","Dam","","National Aquatic Barrier Dataset (SARP)","ID2180",42.835915,-114.89304,"no",0,"Unknown",0,0
"Crystal Springs Main","Dam","","National Aquatic Barrier Dataset (SARP)","ID2181",42.65984,-114.64281,"no",0,"Unknown",0,0
"Cedar Creek Holding","Dam","Cedar Creek  Salmon Falls Creek","National Aquatic Barrier Dataset (SARP)","ID219",42.342426,-114.912575,"no",0,"Unknown",0,0
"Blue Lakes Trout Combined Weir","Dam","Warm Creek","National Aquatic Barrier Dataset (SARP)","ID2190",42.60914,-114.47707,"no",0,"Unknown",0,0
"Slough Ditch Diversion No 93","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2197",42.93323,-114.67078,"no",0,"Unknown",0,0
"Richfield Canal","Dam","Big Wood River","National Aquatic Barrier Dataset (SARP)","ID2198",43.222103,-114.35974,"no",0,"Unknown",0,0
"American Falls","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID220",42.779305,-112.87561,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Big Wood River","National Aquatic Barrier Dataset (SARP)","ID2201",42.953793,-114.80047,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Sand Springs Creek","National Aquatic Barrier Dataset (SARP)","ID2202",42.725704,-114.83293,"no",0,"Unknown",0,0
"South Gooding Main Canal","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2203",42.953094,-114.58914,"no",0,"Unknown",0,0
"Bypass Canal","Dam","","National Aquatic Barrier Dataset (SARP)","ID2204",43.43042,-114.26124,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Deep Creek","National Aquatic Barrier Dataset (SARP)","ID2205",42.617374,-114.84567,"no",0,"Unknown",0,0
"L White","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","ID2210",42.386417,-111.72836,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","ID2211",42.19593,-111.78381,"no",0,"Unknown",0,0
"Pristine Springs Dam","Dam","","National Aquatic Barrier Dataset (SARP)","ID2213",42.625713,-114.507614,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","","National Aquatic Barrier Dataset (SARP)","ID2214",42.064503,-111.96596,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID2216",43.322803,-112.17464,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID2217",43.525196,-112.05609,"no",0,"Unknown",0,0
"Branchflower Hydro","Dam","","National Aquatic Barrier Dataset (SARP)","ID2220",42.83562,-114.89063,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Fall Creek","National Aquatic Barrier Dataset (SARP)","ID2221",42.61323,-113.08054,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Little Lost River","National Aquatic Barrier Dataset (SARP)","ID2222",44.165485,-113.260086,"no",0,"Unknown",0,0
"Bench B Canal","Dam","","National Aquatic Barrier Dataset (SARP)","ID2223",42.588463,-111.72332,"no",0,"Unknown",0,0
"Welling No 2","Dam","Springs  Bear Lake","National Aquatic Barrier Dataset (SARP)","ID223",42.406933,-111.3552,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Marsh Creek","National Aquatic Barrier Dataset (SARP)","ID2231",42.766518,-112.232506,"no",0,"Unknown",0,0
"Lincoln Bypass Canal","Dam","Big Wood River","National Aquatic Barrier Dataset (SARP)","ID2240",43.174908,-114.31735,"no",0,"Unknown",0,0
"Mcnulty Ditch 58","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2241",43.03932,-114.17597,"no",0,"Unknown",0,0
"Appell Ditch 60","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2242",43.01953,-114.2039,"no",0,"Unknown",0,0
"North Shoshone Canal","Dam","Big Wood River","National Aquatic Barrier Dataset (SARP)","ID2243",43.074394,-114.30521,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Milner Gooding Canal","National Aquatic Barrier Dataset (SARP)","ID2245",42.94854,-114.3823,"no",0,"Unknown",0,0
"Bwcc","Dam","","National Aquatic Barrier Dataset (SARP)","ID2246",43.04342,-114.140564,"no",0,"Unknown",0,0
"Woodworth Ditch Diversion No 96","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2249",42.94026,-114.70362,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Fish Creek","National Aquatic Barrier Dataset (SARP)","ID2250",43.373295,-113.83534,"no",0,"Unknown",0,0
"Portneufmarsh Valley Canal","Dam","Portneuf River","National Aquatic Barrier Dataset (SARP)","ID2251",42.624725,-112.118355,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Little Lost River","National Aquatic Barrier Dataset (SARP)","ID2253",43.95403,-113.190094,"no",0,"Unknown",0,0
"Progressive Sand Creek","Dam","Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2256",43.574142,-111.894295,"no",0,"Unknown",0,0
"Danskin Canal","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID2258",43.226276,-112.3335,"no",0,"Unknown",0,0
"Silver Lake","Dam","Thurmon Creek  Henrys Fork","National Aquatic Barrier Dataset (SARP)","ID226",44.32704,-111.46564,"no",0,"Unknown",0,0
"Z Canal","Dam","Malad River","National Aquatic Barrier Dataset (SARP)","ID2261",42.897556,-114.802,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Independent Canal","National Aquatic Barrier Dataset (SARP)","ID2267",43.953197,-111.72474,"no",0,"Unknown",0,0
"Lower Malad Power Plant Tailrace","Dam","","National Aquatic Barrier Dataset (SARP)","ID2268",42.865734,-114.90634,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2283",42.964333,-114.56106,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Low Line Canal","National Aquatic Barrier Dataset (SARP)","ID2289",42.489334,-114.32251,"no",0,"Unknown",0,0
"Table Rock Irrigation Pump","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2290",43.654118,-111.77574,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Rock Creek","National Aquatic Barrier Dataset (SARP)","ID2291",42.62095,-114.53268,"no",0,"Unknown",0,0
"West Labelle  Long Island Canal","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2295",43.688988,-111.852844,"no",0,"Unknown",0,0
"Hunter Ditch Diversion No 78","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2299",42.965534,-114.51691,"no",0,"Unknown",0,0
"M Hill Pump","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2303",43.655636,-111.77623,"no",0,"Unknown",0,0
"Parks  Lewisville Canal","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2309",43.689026,-111.86625,"no",0,"Unknown",0,0
"Twin Lakes South","Dam","Deep Creek  Bear River","National Aquatic Barrier Dataset (SARP)","ID231",42.18629,-111.97443,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Salmon Falls Creek","National Aquatic Barrier Dataset (SARP)","ID2315",42.58925,-114.88864,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","","National Aquatic Barrier Dataset (SARP)","ID2320",42.18391,-111.97635,"no",0,"Unknown",0,0
"Big Wood  Little Wood Confluence","Dam","Malad River","National Aquatic Barrier Dataset (SARP)","ID2321",42.94471,-114.79575,"no",0,"Unknown",0,0
"Pristine Waste Water Diversion","Dam","","National Aquatic Barrier Dataset (SARP)","ID2323",42.61503,-114.488075,"no",0,"Unknown",0,0
"Fort Hall Main Canal","Dam","Blackfoot River","National Aquatic Barrier Dataset (SARP)","ID2327",43.166557,-112.29751,"no",0,"Unknown",0,0
"Warm Creek Rediversion","Dam","Warm Creek","National Aquatic Barrier Dataset (SARP)","ID2334",42.619553,-114.49746,"no",0,"Unknown",0,0
"Warm Creek Rediversion","Dam","","National Aquatic Barrier Dataset (SARP)","ID2335",42.620808,-114.49889,"no",0,"Unknown",0,0
"Pristine Lower Waste Pump","Dam","","National Aquatic Barrier Dataset (SARP)","ID2337",42.622074,-114.50076,"no",0,"Unknown",0,0
"Pristine Hydro #3 Intake","Dam","Warm Creek","National Aquatic Barrier Dataset (SARP)","ID2339",42.62514,-114.50831,"no",0,"Unknown",0,0
"Upper Diversion Dam #1","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID234",43.470554,-112.061325,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2340",42.952065,-114.627045,"no",0,"Unknown",0,0
"Thiousand Springs Hydro Measuring Site","Dam","","National Aquatic Barrier Dataset (SARP)","ID2342",42.744007,-114.840034,"no",0,"Unknown",0,0
"Sand Springs Hydro","Dam","Sand Springs Creek","National Aquatic Barrier Dataset (SARP)","ID2343",42.729446,-114.838036,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","","National Aquatic Barrier Dataset (SARP)","ID2344",42.647022,-114.636475,"no",0,"Unknown",0,0
"Wade Unspecified","Dam","Crooked Creek","National Aquatic Barrier Dataset (SARP)","ID2349",44.402306,-111.94071,"no",0,"Unknown",0,0
"Buffalo River","Dam","Buffalo River, Henrys Fork, Sn","National Aquatic Barrier Dataset (SARP)","ID235",44.414513,-111.39252,"no",0,"Unknown",0,0
"Blind Canyon Hydro","Dam","S Canal","National Aquatic Barrier Dataset (SARP)","ID2354",42.697895,-114.81083,"no",0,"Unknown",0,0
"Gimlet","Dam","Unnamed Stream  Big Wood River","National Aquatic Barrier Dataset (SARP)","ID240",43.62755,-114.34123,"no",0,"Unknown",0,0
"Van Orden","Dam","Worm Creek  Cub River","National Aquatic Barrier Dataset (SARP)","ID243",42.007286,-111.852295,"no",0,"Unknown",0,0
"Summit","Dam","Unnamed Stream  Sinks","National Aquatic Barrier Dataset (SARP)","ID244",43.249306,-114.4846,"no",0,"Unknown",0,0
"Point Of Rock","Dam","Marsh Creek  Snake River","National Aquatic Barrier Dataset (SARP)","ID251",42.462753,-113.51723,"no",0,"Unknown",0,0
"Campbell","Dam","Unnamed Stream  Little Warm Creek","National Aquatic Barrier Dataset (SARP)","ID259",43.479393,-114.00653,"no",0,"Unknown",0,0
"Lower Diversion","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID26",43.469448,-112.06279,"no",0,"Unknown",0,0
"","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","ID2611",42.169403,-111.10893,"no",0,"Unknown",0,0
"","Dam","Thomas Fork","National Aquatic Barrier Dataset (SARP)","ID2612",42.383553,-111.053856,"no",0,"Unknown",0,0
"","Dam","Bear Lake Outlet","National Aquatic Barrier Dataset (SARP)","ID2614",42.210033,-111.340614,"no",0,"Unknown",0,0
"Fern Creek Dam","Dam","Fern Creek","National Aquatic Barrier Dataset (SARP)","ID2616",42.41311,-111.483955,"no",0,"Unknown",0,0
"","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","ID2617",42.538296,-111.79582,"no",0,"Unknown",0,0
"","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID2618",43.19673,-112.374435,"no",0,"Unknown",0,0
"","Dam","Snake River","National Aquatic Barrier Dataset (SARP)","ID2619",43.374577,-112.15001,"no",0,"Unknown",0,0
"","Dam","Henrys Fork","National Aquatic Barrier Dataset (SARP)","ID2622",44.34632,-111.45119,"no",0,"Unknown",0,0
"","Dam","North Side Main Canal","National Aquatic Barrier Dataset (SARP)","ID2623",42.74458,-114.36541,"no",0,"Unknown",0,0
"","Dam","North Side Main Canal","National Aquatic Barrier Dataset (SARP)","ID2624",42.734406,-114.34946,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2627",42.491222,-114.1397,"no",0,"Unknown",0,0
"","Dam","Milner Gooding Canal","National Aquatic Barrier Dataset (SARP)","ID2628",42.93843,-114.37758,"no",0,"Unknown",0,0
"","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2629",42.97716,-114.28845,"no",0,"Unknown",0,0
"","Dam","W Canal","National Aquatic Barrier Dataset (SARP)","ID2633",42.79963,-114.58238,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2635",43.59944,-111.812126,"no",0,"Unknown",0,0
"","Dam","Strong Creek","National Aquatic Barrier Dataset (SARP)","ID2636",44.09969,-111.411995,"no",0,"Unknown",0,0
"","Dam","Strong Creek","National Aquatic Barrier Dataset (SARP)","ID2637",44.104084,-111.40487,"no",0,"Unknown",0,0
"","Dam","Big Lost River","National Aquatic Barrier Dataset (SARP)","ID2643",43.71611,-113.356384,"no",0,"Unknown",0,0
"","Dam","North Shoshone Canal","National Aquatic Barrier Dataset (SARP)","ID2647",43.035725,-114.42482,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2650",43.067665,-114.361084,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2651",43.235245,-114.34631,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2652",43.239468,-114.31935,"no",0,"Unknown",0,0
"","Dam","Thurmon Creek","National Aquatic Barrier Dataset (SARP)","ID2654",44.365845,-111.482315,"no",0,"Unknown",0,0
"","Dam","M Canal","National Aquatic Barrier Dataset (SARP)","ID2655",42.7629,-114.39536,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","ID2659",42.741882,-112.94683,"no",0,"Unknown",0,0
"","Dam","Fall River","National Aquatic Barrier Dataset (SARP)","ID2660",44.06216,-111.336426,"no",0,"Unknown",0,0
"Sheridan","Dam","East Fork Big Lost River  Big Lost River","National Aquatic Barrier Dataset (SARP)","ID267",44.46007,-111.68472,"no",0,"Unknown",0,0
"","Dam","Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2684",43.56545,-111.909386,"no",0,"Unknown",0,0
"","Dam","Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2685",43.56182,-111.921974,"no",0,"Unknown",0,0
"","Dam","Little Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2686",43.45996,-111.98847,"no",0,"Unknown",0,0
"","Dam","Great Western Canal","National Aquatic Barrier Dataset (SARP)","ID2691",43.600624,-112.062416,"no",0,"Unknown",0,0
"","Dam","Great Western Canal","National Aquatic Barrier Dataset (SARP)","ID2692",43.59387,-112.06,"no",0,"Unknown",0,0
"","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2693",43.680244,-111.83565,"no",0,"Unknown",0,0
"","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2694",43.645096,-111.74257,"no",0,"Unknown",0,0
"","Dam","Dry Bed","National Aquatic Barrier Dataset (SARP)","ID2695",43.680454,-111.83572,"no",0,"Unknown",0,0
"","Dam","Center Canal","National Aquatic Barrier Dataset (SARP)","ID2696",43.47071,-111.94956,"no",0,"Unknown",0,0
"","Dam","Highline Canal","National Aquatic Barrier Dataset (SARP)","ID2705",43.3991,-111.99372,"no",0,"Unknown",0,0
"","Dam","Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2706",43.41588,-112.00961,"no",0,"Unknown",0,0
"","Dam","Henry Creek","National Aquatic Barrier Dataset (SARP)","ID2707",43.41725,-111.99385,"no",0,"Unknown",0,0
"","Dam","Portneuf River","National Aquatic Barrier Dataset (SARP)","ID2708",42.655804,-112.190414,"no",0,"Unknown",0,0
"Strong Arm No 2 (Lower)","Dam","Battle Creek  Bear River","National Aquatic Barrier Dataset (SARP)","ID271",42.21928,-111.898636,"no",0,"Unknown",0,0
"","Dam","North Gooding Main Canal","National Aquatic Barrier Dataset (SARP)","ID2721",43.021908,-114.671745,"no",0,"Unknown",0,0
"","Dam","North Gooding Main Canal","National Aquatic Barrier Dataset (SARP)","ID2724",43.03385,-114.7267,"no",0,"Unknown",0,0
"","Dam","Low Line Canal","National Aquatic Barrier Dataset (SARP)","ID2730",42.496033,-114.30234,"no",0,"Unknown",0,0
"","Dam","Milner Main Canal","National Aquatic Barrier Dataset (SARP)","ID2732",42.51175,-114.03919,"no",0,"Unknown",0,0
"","Dam","Milner Main Canal","National Aquatic Barrier Dataset (SARP)","ID2733",42.51185,-114.01984,"no",0,"Unknown",0,0
"","Dam","Milner Main Canal","National Aquatic Barrier Dataset (SARP)","ID2734",42.513752,-114.03233,"no",0,"Unknown",0,0
"Webster'S Dam","Dam","Moody Creek","National Aquatic Barrier Dataset (SARP)","ID2753",43.710037,-111.58469,"no",0,"Unknown",0,0
"","Dam","Little Wood River","National Aquatic Barrier Dataset (SARP)","ID2754",42.951653,-114.44469,"no",0,"Unknown",0,0
"","Dam","Sand Creek","National Aquatic Barrier Dataset (SARP)","ID2755",43.57796,-111.883064,"no",0,"Unknown",0,0
"Salmon Falls Creek","Dam","Salmon Falls Creek  Snake River","National Aquatic Barrier Dataset (SARP)","ID276",42.589455,-114.89794,"no",0,"Unknown",0,0
